row_role,model_id,model_identity_resolved,setup_id,source_run_id,source_release,diagnostic_only,declared_claim_eligible,task,evaluation_role,case_id,backend,setup_identity_status,setup_identity_candidates,comparison_backend,run_id,variant,runtime_precision_identity,runtime_numeric_input_identity,runtime_numeric_input_sha256,runtime_input_encoding_identity,runtime_input_encoding_sha256,runtime_numeric_input_identity_status,repetition_index,repetition_id,repetition_count_requested,repetition_count_attempted,repetition_count_valid,repetition_status,repetition_aggregation,repetition_runtime_scope,repetition_independence_verified,runner_regime,direction,buildable,runtime_executable,measurement_payload_present,measurement_valid,terminal_failure,terminal_reason,terminal_reason_scope,runner_returncode,runner_signal_number,runtime_failure_evidence_source,runtime_failure_evidence_line_number,contract_consistent,task_quality_tier,task_quality_status,task_quality_decision,task_quality_gate_reason,task_quality_gate_reasons,contract_gate_reason,eligibility_gate_reason,eligibility_status,task_quality_metric,task_quality_candidate,task_quality_reference,task_quality_delta,task_quality_ci_low,task_quality_ci_high,task_quality_margin,task_quality_bootstrap_repetitions_requested,task_quality_bootstrap_repetitions,task_quality_bootstrap_engine,task_quality_bootstrap_skipped_reason,task_quality_bootstrap_elapsed_s,task_quality_bootstrap_candidate_event_count,task_quality_bootstrap_reference_event_count,quality_policy_sha256,runtime_quality_policy_sha256,quality_policy_match,benchmark_task_requested,benchmark_task_used,validation_dataset_task,validation_requested_count,validation_evaluated_count,validation_cardinality_status,validation_cardinality_pass,performance_eligible,performance_claim_eligible,performance_claim_exclusion_reasons,precision_quality_binding_verified,accuracy_gate_pass,ranking_eligible,energy_eligible,energy_claim_eligible,pareto_eligible,exclusion_reason,latency_ms,cycle_ms,throughput_fps,average_power_w,raw_average_power_w,host_normalized_average_power_est_w,average_power_ci_low_w,average_power_ci_high_w,energy_per_work_j,raw_energy_per_work_j,host_normalized_energy_per_work_est_j,energy_comparison_basis,energy_comparison_status,energy_comparison_claim_ready,energy_per_work_sample_stddev_j,energy_per_work_ci_low_j,energy_per_work_ci_high_j,energy_repeat_n,energy_confidence_level,energy_scope,energy_window,prediction_rank,predicted_cycle_ms,predicted_fps,prediction_score,row_status,contract_hash,preprocessing_hash,decoder_hash,nms_hash,pipeline_contract_sha256,pipeline_preprocessing_sha256,pipeline_decoder_sha256,pipeline_nms_sha256,quality_contract_sha256,preprocessing_contract_sha256,decoder_contract_sha256,nms_contract_sha256,source_request_sha256,model_sha256,validation_dataset_sha256,validation_dataset_image_ids_sha256,validation_dataset_ground_truth_sha256,accuracy_gate_policy_sha256,task_quality_policy_sha256,runtime_quality_gate_policy_sha256,validation_input_or_image_sha256,energy_quality_qualified,energy_quality_status,native_energy_after_technical_error,prepared_feed_task,prepared_feed_preprocess_mode,prepared_feed_letterbox_pad_value,prepared_feed_source_image_sha256,prepared_feed_identity_source,execution_mode,precision,precision_role,execution_precision,split_boundary_precision,full_runtime_precision,comparison_precision,legacy_comparison_precision,runtime_precision_status,output_endpoint_id,stage,contract_family,endpoint_contract_hash,endpoint_contract_complete,output_endpoint_match,physical_output_endpoint_id,physical_endpoint_contract_hash,physical_endpoint_stage,physical_endpoint_contract_complete,physical_output_endpoint_match,physical_endpoint_identity_status,comparison_output_endpoint_id,comparison_endpoint_contract_hash,comparison_endpoint_stage,completion_pairing_eligible,completion_pairing_status,completion_pairing_validation_status,central_quality_evidence_verified,precision_quality_verified,task_quality_observation_valid,quality_claim_result_verified,quality_verified,quality_provenance_complete,quality_gate_status,native_validation_join_status,target_duration_s,active_duration_s,active_duration_relative_tolerance,active_duration_comparison_policy,active_duration_tolerance_source,energy_total_j,raw_energy_total_j,scientific_primary_method,scientific_primary_method_frozen,scientific_primary_contract_generation,scientific_shadow_method,scientific_shadow_role,scientific_shadow_energy_status,scientific_shadow_valid_run_count,scientific_shadow_affects_primary_claim,scientific_shadow_affects_primary_result,scientific_shadow_affects_final_gate,shadow_energy_per_work_j,shadow_energy_total_j,energy_work_units,energy_work_units_source,energy_window_effective,energy_calibration_sha256,energy_calibration_verified,energy_calibration_manifest,energy_calibration_status,energy_calibration_required,external_calibration_verified,external_calibration_status,energy_primary_metric,energy_calibrated_input_unsubtracted,primary_energy_input_verified,energy_raw_primary,scientific_primary_energy_status,scientific_primary_claim_eligible,energy_dynamic_j,host_normalized_energy_est_j,energy_repeat_valid_n,energy_repeat_requested_n,energy_repeat_observed_n,energy_repeat_status,screening_comparable,claim_comparable,energy_ab_status,energy_ab_valid_n,ab_energy_relative_percent_mean,ab_energy_relative_percent_ci_low,ab_energy_relative_percent_ci_high,measurement_ok,measurement_status,measurement_failure_reason,measurement_failure_category,measurement_run_rc,postprocess_status,collector_reported_final_energy_gate_status,final_energy_gate_status,energy_aggregate_status,scientific_claim_exclusion_reasons,source_path,source_kind,native_semantic_gate
performance_observation,yolo11l,True,orin_nx_hailo8_01,hailo8_to_trt,,False,,detection,development,b062,hailo8_to_tensorrt,,[],hailo8,hailo8_to_trt,split,uint8_dequant_fp16,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo8_to_tensorrt,True,True,,,,,,,,,,False,screening,inconclusive,inconclusive,,[],explicit_hailo_trt_interface_contract,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4559429817054753,0.46461143338656286,-0.008668451681087541,-0.014388826475846961,-0.002993461514259657,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,241.64177988504525,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,17.64664649963379,16.89124922664963,59.20225239600881,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,81,12.571022915520064,79.54802140766203,6553600.0,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo11l,True,orin_nx_deepx_m1_01,ort_tensorrt,,False,,detection,development,b062,tensorrt,,[],,ort_tensorrt,split,fp16,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,tensorrt_to_tensorrt,True,True,,,,,,,,,,False,screening,pass,pass,,[],explicit_structural_contract_field,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.46431509268599197,0.46461143338656286,-0.00029634070057088513,-0.0009519269743579056,0.00036593416547664974,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,233.46512578002876,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,True,False,False,,False,contract_fail_or_unavailable,21.459627151489258,13.193464279174805,75.79510421523237,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,81,12.571022915520064,79.54802140766203,6553600.0,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo11l,True,orin_nx_deepx_m1_01,ort_tensorrt,,False,,detection,development,full,tensorrt,,[],,ort_tensorrt,full,fp16,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,tensorrt,True,True,,,,,,,,,,False,screening,pass,pass,,[],explicit_structural_contract_field,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4650645152312509,0.46461143338656286,0.00045308184468806356,-0.0004229061051991332,0.0013125276370019592,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,184.11977901001228,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,True,False,False,,False,contract_fail_or_unavailable,18.260717391967773,18.260717391967773,54.762361112924495,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_deepx_m1_01,deepx_m1_full,,False,,detection,development,full,deepx_m1,,[],,deepx_m1_full,full,deepx_dxnn_sha256:bfb75ad829ed5c4003b43be7c733252035fa4aaf02dd23766db2b775773063ac,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1,True,True,,,,,,,,,,False,screening,inconclusive,inconclusive,,[],endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.44254016585343764,0.4479554002228571,-0.005415234369419486,-0.011817577399304257,0.0013650150959758018,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,130.4181871849578,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,,,,,,,,False,,[],,False,False,False,,False,contract_fail_or_unavailable,33.92424120102078,33.92424120102078,29.47744635095656,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,,hailo10,,False,,detection,development,full,hailo10,,[],,hailo10,full,hailo_hef_sha256:b05b2443d8ccfe595583f7daae20f3517271ded63ecec148a4a7c75899521572,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo10,True,True,,,,,,,,,,False,screening,pending_central_evaluation,pending_central_evaluation,,[],raw_head_host_tail_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.41002131905190015,,,,,0.01,500,0,management_process_pool,delegated_to_central_management,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,110.55898666381836,110.55898666381836,9.044945419414386,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_hailo10_01,hailo10,,False,,detection,development,full,hailo10,,[],,hailo10,full,hailo_hef_sha256:b05b2443d8ccfe595583f7daae20f3517271ded63ecec148a4a7c75899521572,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo10,True,True,,,,,,,,,,False,screening,fail,fail,primary:coco_ap_50_95:point_estimate_below_non_inferiority_margin;guardrail:ap50:ap50:point_estimate_below_non_inferiority_margin;guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin,"[""primary:coco_ap_50_95:point_estimate_below_non_inferiority_margin"",""guardrail:ap50:ap50:point_estimate_below_non_inferiority_margin"",""guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin""]",raw_head_host_tail_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.41002131905190015,0.4479554002228571,-0.03793408117095698,-0.03793408117095698,-0.03793408117095698,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,point_estimate_below_non_inferiority_margin,3.6839395940187387,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,110.55898666381836,110.55898666381836,9.044945419414386,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_hailo10_01,hailo10_to_tensorrt,,False,,detection,development,b398,hailo10_to_tensorrt,,[],hailo10h,hailo10_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,hailo10h_to_tensorrt,True,True,,,,,,,,,,False,screening,unavailable,unavailable,,[],explicit_hailo_trt_interface_contract,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,8.634374997668465e-06,,,,,0.01,500,0,management_process_pool,delegated_to_central_management,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,33.20145606994629,31.503595825558044,31.742408248798256,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,17,46.76518662693978,21.38342797554314,2822400.0,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,,hailo8,,False,,detection,development,full,hailo8,,[],,hailo8,full,hailo_hef_sha256:5d98f19993f89e008ffa398780455ab5fcb2504281f5d6208699ae4ff48773b5,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo8,True,True,,,,,,,,,,False,screening,pending_central_evaluation,pending_central_evaluation,,[],raw_head_host_tail_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4086737194467373,,,,,0.01,500,0,management_process_pool,delegated_to_central_management,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,60.40987968444824,60.40987968444824,16.553583705571214,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_hailo8_01,hailo8,,False,,detection,development,full,hailo8,,[],,hailo8,full,hailo_hef_sha256:5d98f19993f89e008ffa398780455ab5fcb2504281f5d6208699ae4ff48773b5,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo8,True,True,,,,,,,,,,False,screening,fail,fail,primary:coco_ap_50_95:point_estimate_below_non_inferiority_margin;guardrail:ap50:ap50:point_estimate_below_non_inferiority_margin;guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin,"[""primary:coco_ap_50_95:point_estimate_below_non_inferiority_margin"",""guardrail:ap50:ap50:point_estimate_below_non_inferiority_margin"",""guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin""]",raw_head_host_tail_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4086737194467373,0.4479554002228571,-0.03928168077611982,-0.03928168077611982,-0.03928168077611982,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,point_estimate_below_non_inferiority_margin,3.589700578013435,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,60.40987968444824,60.40987968444824,16.553583705571214,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,,hailo8_to_trt,,False,,detection,development,b398,hailo8_to_tensorrt,,[],hailo8,hailo8_to_trt,split,,{},,{},,unavailable,,,,,,,,,,generic,hailo8_to_tensorrt,False,False,,,,,,,,,,unavailable,screening,not_applicable,not_applicable,,[],hailo_trt_interface_contract_missing,not_buildable,not_buildable,coco_ap_50_95,,,,,,0.01,,,,,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,not_buildable,,,,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,17,46.76518662693978,21.38342797554314,2822400.0,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_hailo8_01,hailo8_to_trt,,False,,detection,development,b398,hailo8_to_tensorrt,,[],hailo8,hailo8_to_trt,split,,{},,{},,unavailable,,,,,,,,,,generic,hailo8_to_tensorrt,True,True,,,,,,,,,,unavailable,screening,not_applicable,not_applicable,,[],hailo_trt_interface_contract_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,,,,,,0.01,,,,,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,,,,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,17,46.76518662693978,21.38342797554314,2822400.0,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_deepx_m1_01,ort_tensorrt,,False,,detection,development,b398,tensorrt,,[],,ort_tensorrt,split,fp16,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,tensorrt_to_tensorrt,True,True,,,,,,,,,,False,screening,pass,pass,,[],explicit_structural_contract_field,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4474257995069285,0.4479554002228571,-0.0005296007159286131,-0.002223021311684145,0.0008918429904496784,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,131.78746817499632,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,True,False,False,,False,contract_fail_or_unavailable,14.863300323486328,14.257240295410156,70.13980120135386,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,17,46.76518662693978,21.38342797554314,2822400.0,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26m,True,orin_nx_deepx_m1_01,ort_tensorrt,,False,,detection,development,full,tensorrt,,[],,ort_tensorrt,full,fp16,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,tensorrt,True,True,,,,,,,,,,False,screening,pass,pass,,[],explicit_structural_contract_field,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4475451060029504,0.4479554002228571,-0.0004102942199067372,-0.001954393066880802,0.000951054785284607,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,,130.17165482003475,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,True,False,False,,False,contract_fail_or_unavailable,13.619375228881836,13.619375228881836,73.42480717319226,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26s,True,orin_nx_deepx_m1_01,deepx_m1_full,,False,,detection,development,full,deepx_m1,,[],,deepx_m1_full,full,deepx_dxnn_sha256:a3421a676a4243232d1c0296fe5024a98b12cdf8114e0cd90e6f19aa4648f59e,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1,True,True,,,,,,,,,,False,screening,fail,fail,guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin,"[""guardrail:ap75:ap75:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.4013927141680281,0.40753480524311103,-0.006142091075082956,-0.006142091075082956,-0.006142091075082956,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:detection_quality_evaluator,point_estimate_below_non_inferiority_margin,3.6857058529858477,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,,,,,,,,False,,[],,False,False,False,,False,contract_fail_or_unavailable,26.474680996034294,26.474680996034294,37.77193765431177,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance_observation,yolo26s,True,,hailo10,,False,,detection,development,full,hailo10,,[],,hailo10,full,hailo_hef_sha256:b002563960a9131192f6d0b119e64d457d5d8bba18d8ab49b989175f8eae41be,{},,"{""image_scale"":""norm"",""input_dtype"":""float32"",""schema"":""onnx-splitpoint/model-input-encoding-contract"",""schema_version"":1}",4ceacc87aae48c1f60bb631b6d636603f1b5dabe4b84b6b812d58ba74ebde43e,runtime_input_encoding_only,,,,,,,,,,generic,hailo10,True,True,,,,,,,,,,False,screening,pending_central_evaluation,pending_central_evaluation,,[],raw_head_host_tail_missing,contract_fail_or_unavailable,contract_fail_or_unavailable,coco_ap_50_95,0.3507483088614253,,,,,0.01,500,0,management_process_pool,delegated_to_central_management,,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,detection,detection,,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,100.1246452331543,100.1246452331543,9.987550993777402,,,,,,,,,raw_measured,raw_energy_unavailable,False,,,,,,,,,,,,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
