row_role,model_id,task,evaluation_role,case_id,backend,setup_id,setup_identity_status,setup_identity_candidates,comparison_backend,run_id,variant,runtime_precision_identity,runtime_numeric_input_identity,runtime_numeric_input_sha256,runtime_input_encoding_identity,runtime_input_encoding_sha256,runtime_numeric_input_identity_status,repetition_index,repetition_id,repetition_count_requested,repetition_count_attempted,repetition_count_valid,repetition_status,repetition_aggregation,repetition_runtime_scope,repetition_independence_verified,runner_regime,direction,buildable,runtime_executable,measurement_payload_present,measurement_valid,terminal_failure,terminal_reason,terminal_reason_scope,runner_returncode,runner_signal_number,runtime_failure_evidence_source,runtime_failure_evidence_line_number,contract_consistent,task_quality_tier,task_quality_status,task_quality_decision,task_quality_gate_reason,task_quality_gate_reasons,contract_gate_reason,eligibility_gate_reason,eligibility_status,task_quality_metric,task_quality_candidate,task_quality_reference,task_quality_delta,task_quality_ci_low,task_quality_ci_high,task_quality_margin,task_quality_bootstrap_repetitions_requested,task_quality_bootstrap_repetitions,task_quality_bootstrap_engine,task_quality_bootstrap_skipped_reason,task_quality_bootstrap_elapsed_s,task_quality_bootstrap_candidate_event_count,task_quality_bootstrap_reference_event_count,quality_policy_sha256,runtime_quality_policy_sha256,quality_policy_match,benchmark_task_requested,benchmark_task_used,validation_dataset_task,validation_requested_count,validation_evaluated_count,validation_cardinality_status,validation_cardinality_pass,performance_eligible,performance_claim_eligible,performance_claim_exclusion_reasons,precision_quality_binding_verified,accuracy_gate_pass,ranking_eligible,energy_eligible,energy_claim_eligible,pareto_eligible,exclusion_reason,latency_ms,cycle_ms,throughput_fps,average_power_w,average_power_ci_low_w,average_power_ci_high_w,energy_per_work_j,energy_per_work_sample_stddev_j,energy_per_work_ci_low_j,energy_per_work_ci_high_j,energy_repeat_n,energy_confidence_level,energy_scope,energy_window,prediction_rank,predicted_cycle_ms,predicted_fps,prediction_score,row_status
performance_observation,resnet50,classification,development,b054,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.766,0.812,-0.046,-0.046,-0.046,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.16376068501267582,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,20.282602310180664,15.541074782326493,64.34561405863722,,,,,,,,,,,,31,4.232346075852329,236.27557436890734,0.1376479756163857,available
performance_observation,resnet50,classification,development,b056,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.768,0.812,-0.044,-0.044,-0.044,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.15038098802324384,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,17.22574234008789,11.948618346966965,83.69168475900311,,,,,,,,,,,,35,4.189227203995763,238.70751126751523,0.14642146301705153,available
performance_observation,resnet50,classification,development,b068,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.768,0.812,-0.044,-0.044,-0.044,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.2301688640145585,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,12.246990203857422,10.51721699869908,95.08218762850423,,,,,,,,,,,,12,4.7182788128562185,211.94169307571042,-0.09979656010757704,available
performance_observation,resnet50,classification,development,b074,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.768,0.812,-0.044,-0.044,-0.044,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.12073834892362356,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,12.964773178100586,10.886601564656619,91.85603000724328,,,,,,,,,,,,19,5.006251540461524,199.75025064517843,0.03588037498426444,available
performance_observation,resnet50,classification,development,b078,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.768,0.812,-0.044,-0.044,-0.044,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.019244647002778947,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,13.748931884765625,11.578073780781224,86.3701526639024,,,,,,,,,,,,82,5.204180209118675,192.1532229510072,0.4395656587907015,available
performance_observation,resnet50,classification,development,b091,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.766,0.812,-0.046,-0.046,-0.046,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.0807776270667091,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,12.711763381958008,11.911808434651112,83.9503090975698,,,,,,,,,,,,93,10.575816512005005,94.55534699045342,0.823280259749183,available
performance_observation,resnet50,classification,development,b095,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.764,0.812,-0.048,-0.048,-0.048,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.18013287300709635,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,12.304115295410156,11.25481117354787,88.85089092834319,,,,,,,,,,,,90,16.30935548306228,61.3145014245675,0.8061276910398805,available
performance_observation,resnet50,classification,development,b107,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.764,0.812,-0.048,-0.048,-0.048,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.07431901595555246,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,10.050010681152344,10.60392013143586,94.30474650930736,,,,,,,,,,,,109,34.72135311270184,28.800720892244772,2.0187724659699153,available
performance_observation,resnet50,classification,development,b112,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.76,0.812,-0.052,-0.052,-0.052,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.02986861893441528,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,10.194110870361328,10.93613038993562,91.44002168447874,,,,,,,,,,,,116,38.22826589469872,26.158654508539303,2.192904123040732,available
performance_observation,resnet50,classification,development,b118,deepx_m1_to_tensorrt,orin_nx_deepx_m1_01,,[],,deepx_m1_to_tensorrt,split,,{},,{},,unavailable,,,,,,,,,,generic,deepx_m1_to_tensorrt,True,True,,,,,,,,,,False,screening,fail,fail,primary:top1_accuracy:point_estimate_below_non_inferiority_margin;guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin,"[""primary:top1_accuracy:point_estimate_below_non_inferiority_margin"",""guardrail:top5_accuracy:top5_accuracy:point_estimate_below_non_inferiority_margin""]",endpoint_contract_incomplete,contract_fail_or_unavailable,contract_fail_or_unavailable,top1_accuracy,0.762,0.812,-0.05,-0.05,-0.05,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,point_estimate_below_non_inferiority_margin,0.07731987908482552,,,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4,True,classification,classification,classification,500,500,pass,True,False,,[],,False,False,False,,False,contract_fail_or_unavailable,9.341192245483398,10.279026479743745,97.28547756644458,,,,,,,,,,,,115,43.94970748040079,22.75327999500216,2.1755397153325595,available
