request_id,result_class,match_status,join_mode,model_id,quality_case_id,quality_variant,source_run_id,source_setup_id,source_request,source_request_sha256,technical_status,scientific_status,decision,logical_case_id,logical_run_id,logical_backend,logical_variant,selected_representation_setup_id,selected_representation_source_path,central_result_sha256,candidate_predictions_sha256,reference_predictions_sha256,primary_metric,primary_candidate,primary_reference,primary_delta,primary_ci_low,primary_ci_high,primary_margin,sample_count
yolo26m:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:ab685a1e4b1cb1c209f12d9d97731c3af3bc428d4ee2a643dc3aa93fbb0add43,primary,matched,exact_setup,yolo26m,b102,composed,ort_tensorrt,orin_nx_deepx_m1_01,models/yolo26m/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b102/results_ort_tensorrt/task_quality_inputs/composed_request.json,ab685a1e4b1cb1c209f12d9d97731c3af3bc428d4ee2a643dc3aa93fbb0add43,completed,pass,pass,b102,ort_tensorrt,tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26m/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b102/results_ort_tensorrt/validation_report.json,1b0fb858b0400a299ee18074d0f5699182fd2620551b646286e9f183f92e62f1,77dda845acc8523a4d0cfcd24639622fbdb3f12eb21fb271cade3bf097d814af,db6da5f49134ab7cd0fd1449c2b2fd2fbc9b0b0d0298f4624aa828492f78b101,coco_ap_50_95,0.4463330005006957,0.4479554002228571,-0.0016223997221614384,-0.0036107819385807535,-0.0002098861102172195,0.01,500
yolo26m:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:6bf6bcfe496ed4b9206b8f7702474b23a9703b809b33a794a1ed837f175c44ca,primary,matched,exact_setup,yolo26m,b208,composed,deepx_to_trt,orin_nx_deepx_m1_01,models/yolo26m/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b208/results_deepx_m1_to_tensorrt/task_quality_inputs/composed_request.json,6bf6bcfe496ed4b9206b8f7702474b23a9703b809b33a794a1ed837f175c44ca,completed,pass,pass,b208,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26m/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b208/results_deepx_m1_to_tensorrt/validation_report.json,e83c4b4cb3d981abd44ca47dc78d4e18d448e24f126848ed82177d27a17dbc61,eb5bd447c6fdab70fd3cad382dca5c9ee5e00b93542748119209b95ac443b547,db6da5f49134ab7cd0fd1449c2b2fd2fbc9b0b0d0298f4624aa828492f78b101,coco_ap_50_95,0.44878064466525086,0.4479554002228571,0.0008252444423937355,-0.005151666423190475,0.008179698858609608,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:136f64a72e9359ece22c02f2f55efa7cc4502034292cabbde6f81fdf12d7b275,primary,matched,exact_setup,yolo26s,b001,composed,hailo8_to_trt,orin_nx_hailo8_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_hailo8_01/results/b001/results_hailo8_to_trt/task_quality_inputs/composed_request.json,136f64a72e9359ece22c02f2f55efa7cc4502034292cabbde6f81fdf12d7b275,completed,fail,fail,b001,hailo8_to_trt,hailo8_to_tensorrt,split,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b001/results_hailo8_to_trt/validation_report.json,80c9f3ee848607a5329fbbf655a6272b24a9d9ae02e12f0b3be550888f27b957,12433fb9cd61d0c3924d8d9680706a83ad9b5d459b4016c1d4f4325a327e0c4a,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.39692389804952877,0.40753480524311103,-0.010610907193582264,-0.010610907193582264,-0.010610907193582264,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:1cf9ec50f13fbb283e86d33e06c68ace12201b4a9af6097b586e9a8a6bd627a0,primary,matched,exact_setup,yolo26s,b088,composed,deepx_to_trt,orin_nx_deepx_m1_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b088/results_deepx_m1_to_tensorrt/task_quality_inputs/composed_request.json,1cf9ec50f13fbb283e86d33e06c68ace12201b4a9af6097b586e9a8a6bd627a0,completed,pass,pass,b088,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b088/results_deepx_m1_to_tensorrt/validation_report.json,3c810e7469018dc6e7f2e3f554c2d57bcf52fa3a4f9d788734596a2ddd200f58,558f6b1aafe15400c6fc3dab9c59c5f6ccd70814e98250cb7bc855bd3534dd98,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.4058328258454117,0.40753480524311103,-0.001701979397699338,-0.005869777073589072,0.0014240763468204366,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:3a90861b462350cbe00107a1b06312c54341ab12aa284db6255de776ba75fd0c,primary,matched,exact_setup,yolo26s,b362,composed,ort_tensorrt,orin_nx_deepx_m1_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b362/results_ort_tensorrt/task_quality_inputs/composed_request.json,3a90861b462350cbe00107a1b06312c54341ab12aa284db6255de776ba75fd0c,completed,pass,pass,b362,ort_tensorrt,tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b362/results_ort_tensorrt/validation_report.json,285f33124b8425ab00add4ec068f026c51266ea034c1c90785817d6b72722224,95b907531146e590e593f86c93c6f88f55943e8d86f43170207232fa860bbc59,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.40844047505931824,0.40753480524311103,0.0009056698162072108,0.00010878439554427315,0.0016270156761698429,0.01,500
yolo26m:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:ec7f3039379188505a178e72b8ac89458674f9ceb898ec11ffba4cda1033c54c,primary,matched,exact_setup,yolo26m,b103,composed,deepx_to_trt,orin_nx_deepx_m1_01,models/yolo26m/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b103/results_deepx_m1_to_tensorrt/task_quality_inputs/composed_request.json,ec7f3039379188505a178e72b8ac89458674f9ceb898ec11ffba4cda1033c54c,completed,pass,pass,b103,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26m/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b103/results_deepx_m1_to_tensorrt/validation_report.json,5e033de3920cd7507d9f9fe93036a7c20074a332b53802747ef357ae1b56f9c3,ce22bb4b9f52fa080f286527e5ff9b5cdc6c0e04d733852edab140640ad5ed88,db6da5f49134ab7cd0fd1449c2b2fd2fbc9b0b0d0298f4624aa828492f78b101,coco_ap_50_95,0.4485980396360472,0.4479554002228571,0.0006426394131900937,-0.004323618895226935,0.005277284842292064,0.01,500
yolo26m:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:2fc2319487a14f1744a4cd34b44368912a813cf0821bce855a29667fc6a5ef4a,primary,matched,exact_setup,yolo26m,b208,composed,ort_tensorrt,orin_nx_deepx_m1_01,models/yolo26m/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b208/results_ort_tensorrt/task_quality_inputs/composed_request.json,2fc2319487a14f1744a4cd34b44368912a813cf0821bce855a29667fc6a5ef4a,completed,pass,pass,b208,ort_tensorrt,tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26m/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b208/results_ort_tensorrt/validation_report.json,c6fbe0fc6de76ff821bc3e566670b6d13c62201c7be9361b00eea42dd35d0215,8d02ee19da482ac6f0045e68e32a6acd79799cd65e7203ea70b01f86105f9f4d,db6da5f49134ab7cd0fd1449c2b2fd2fbc9b0b0d0298f4624aa828492f78b101,coco_ap_50_95,0.44896380380026557,0.4479554002228571,0.0010084035774084454,-0.0008235253161700118,0.0032049343895309054,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:82a997726f2171fd805b3a42956af284fe3cf5865d7901bb0c69692536632b4a,primary,matched,exact_setup,yolo26s,b181,composed,ort_tensorrt,orin_nx_deepx_m1_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b181/results_ort_tensorrt/task_quality_inputs/composed_request.json,82a997726f2171fd805b3a42956af284fe3cf5865d7901bb0c69692536632b4a,completed,pass,pass,b181,ort_tensorrt,tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b181/results_ort_tensorrt/validation_report.json,d9c3c1638b3eb67e8d6b320003f8c1cd9147afe90313faa283214a2ff91484c2,97b8de18e0d956a84a2a285bd864aa710ada7a5d2b1c10de80177e6208ea6dc3,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.4088287719843291,0.40753480524311103,0.0012939667412180667,0.00038497430235052987,0.0020682396264009827,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:2b3538aa58b839f957db53d9f26a8e7a45652bed7c385ed8df2fa9ec906a8085,primary,matched,exact_setup,yolo26s,b118,composed,ort_tensorrt,orin_nx_deepx_m1_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b118/results_ort_tensorrt/task_quality_inputs/composed_request.json,2b3538aa58b839f957db53d9f26a8e7a45652bed7c385ed8df2fa9ec906a8085,completed,pass,pass,b118,ort_tensorrt,tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b118/results_ort_tensorrt/validation_report.json,3b03444826b9b56b24c8dbfb8aab177bc64d7f6ef49315cc94e6714c9636c8fb,048542a6c4d75501c928c3c020d51a7a9762872ecd7e37d82b7864ed5f6c993a,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.40858832738212414,0.40753480524311103,0.0010535221390131078,0.00019319566203783472,0.0019389937921701977,0.01,500
yolo26s:detection:composed:58bf34c5760ed51e4ff35faee4055891caf624b2722cb375df9d419863efa9c4:sha256:ec6d6bc5c2e258f56045528a188d64c94d6ead444882a19dd62c1ee105e0a956,primary,matched,exact_setup,yolo26s,b001,composed,deepx_to_trt,orin_nx_deepx_m1_01,models/yolo26s/benchmark_results/quality_inputs/orin_nx_deepx_m1_01/results/b001/results_deepx_m1_to_tensorrt/task_quality_inputs/composed_request.json,ec6d6bc5c2e258f56045528a188d64c94d6ead444882a19dd62c1ee105e0a956,completed,pass,pass,b001,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/yolo26s/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b001/results_deepx_m1_to_tensorrt/validation_report.json,be3bacc4d84b6ec95b45f833bf2a45dc9abe5dafe724b1e8c261654d058d27a0,9022483af212f1ba1b201d887b571e5ae47b297e6704020f29684a24fc197519,c241f9c79098479b6c2990e8718aa662d82b60994f252f8e33603e419627937d,coco_ap_50_95,0.40722766920993336,0.40753480524311103,-0.00030713603317766847,-0.0025710473138511746,0.002157709798120816,0.01,500
